DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationType,MonitoringLocationWaterbody,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Embarras River Mouth,58.6776524,-111.0468576,NAD27,River/Stream,Embarras River,Field Msr/Obs-Portable Data Logger,Surface water,2013-07-31,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,87.87,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Embarras River Mouth,58.6776524,-111.0468576,NAD27,River/Stream,Embarras River,Field Msr/Obs-Portable Data Logger,Surface water,2013-07-31,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,-8.17,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Embarras River Mouth,58.6776524,-111.0468576,NAD27,River/Stream,Embarras River,Field Msr/Obs-Portable Data Logger,Surface water,2013-07-31,,,,,,Probe/Sensor,pH,,,7.97,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Embarras River Mouth,58.6776524,-111.0468576,NAD27,River/Stream,Embarras River,Field Msr/Obs-Portable Data Logger,Surface water,2013-07-31,,,,,,Probe/Sensor,Salinity,,,0.12,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Embarras River Mouth,58.6776524,-111.0468576,NAD27,River/Stream,Embarras River,Field Msr/Obs-Portable Data Logger,Surface water,2013-07-31,,,,,,Probe/Sensor,"Temperature, water",,,17.87,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Goose Island Channel,58.669596,-110.870285,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2013-07-31,,,,,,Probe/Sensor,Specific conductance,,,212.75,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Goose Island Channel,58.669596,-110.870285,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2013-07-31,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,7.59,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Goose Island Channel,58.669596,-110.870285,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2013-07-31,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,79.37,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Goose Island Channel,58.669596,-110.870285,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2013-07-31,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,31.03,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Goose Island Channel,58.669596,-110.870285,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2013-07-31,,,,,,Probe/Sensor,pH,,,7.88,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Goose Island Channel,58.669596,-110.870285,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2013-07-31,,,,,,Probe/Sensor,Salinity,,,0.12,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Goose Island Channel,58.669596,-110.870285,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2013-07-31,,,,,,Probe/Sensor,"Temperature, water",,,17.3,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Keane Creek,58.4746929,-110.8225329,NAD27,River/Stream,Keane Creek,Field Msr/Obs-Portable Data Logger,Surface water,2013-07-31,,,,,,Probe/Sensor,Specific conductance,,,85.6,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Keane Creek,58.4746929,-110.8225329,NAD27,River/Stream,Keane Creek,Field Msr/Obs-Portable Data Logger,Surface water,2013-07-31,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,4.65,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Keane Creek,58.4746929,-110.8225329,NAD27,River/Stream,Keane Creek,Field Msr/Obs-Portable Data Logger,Surface water,2013-07-31,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,47.7,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Keane Creek,58.4746929,-110.8225329,NAD27,River/Stream,Keane Creek,Field Msr/Obs-Portable Data Logger,Surface water,2013-07-31,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,2.9,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Keane Creek,58.4746929,-110.8225329,NAD27,River/Stream,Keane Creek,Field Msr/Obs-Portable Data Logger,Surface water,2013-07-31,,,,,,Probe/Sensor,pH,,,7.49,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Keane Creek,58.4746929,-110.8225329,NAD27,River/Stream,Keane Creek,Field Msr/Obs-Portable Data Logger,Surface water,2013-07-31,,,,,,Probe/Sensor,Salinity,,,0.05,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Keane Creek,58.4746929,-110.8225329,NAD27,River/Stream,Keane Creek,Field Msr/Obs-Portable Data Logger,Surface water,2013-07-31,,,,,,Probe/Sensor,"Temperature, water",,,16.7,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Embarras River Mouth,58.6776524,-111.0468576,NAD27,River/Stream,Embarras River,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-07,,,,,,Probe/Sensor,Specific conductance,,,214.35,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Embarras River Mouth,58.6776524,-111.0468576,NAD27,River/Stream,Embarras River,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-07,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,7.9,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Embarras River Mouth,58.6776524,-111.0468576,NAD27,River/Stream,Embarras River,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-07,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,86.3,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Embarras River Mouth,58.6776524,-111.0468576,NAD27,River/Stream,Embarras River,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-07,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,283.5,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Embarras River Mouth,58.6776524,-111.0468576,NAD27,River/Stream,Embarras River,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-07,,,,,,Probe/Sensor,pH,,,8.04,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Embarras River Mouth,58.6776524,-111.0468576,NAD27,River/Stream,Embarras River,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-07,,,,,,Probe/Sensor,Salinity,,,0.11,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Embarras River Mouth,58.6776524,-111.0468576,NAD27,River/Stream,Embarras River,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-07,,,,,,Probe/Sensor,"Temperature, water",,,19.7,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Jackfish Creek,58.4185149,-110.918688,NAD27,River/Stream,Jackfish Creek,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-07,,,,,,Probe/Sensor,Specific conductance,,,104.1,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Jackfish Creek,58.4185149,-110.918688,NAD27,River/Stream,Jackfish Creek,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-07,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,7.56,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Jackfish Creek,58.4185149,-110.918688,NAD27,River/Stream,Jackfish Creek,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-07,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,80.57,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Jackfish Creek,58.4185149,-110.918688,NAD27,River/Stream,Jackfish Creek,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-07,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,228.23,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Jackfish Creek,58.4185149,-110.918688,NAD27,River/Stream,Jackfish Creek,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-07,,,,,,Probe/Sensor,pH,,,7.85,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Jackfish Creek,58.4185149,-110.918688,NAD27,River/Stream,Jackfish Creek,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-07,,,,,,Probe/Sensor,Salinity,,,0.053333333,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Jackfish Creek,58.4185149,-110.918688,NAD27,River/Stream,Jackfish Creek,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-07,,,,,,Probe/Sensor,"Temperature, water",,,18.6,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Keane Creek,58.4746929,-110.8225329,NAD27,River/Stream,Keane Creek,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-07,,,,,,Probe/Sensor,Specific conductance,,,183,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Keane Creek,58.4746929,-110.8225329,NAD27,River/Stream,Keane Creek,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-07,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,7.25,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Keane Creek,58.4746929,-110.8225329,NAD27,River/Stream,Keane Creek,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-07,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,80.8,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Keane Creek,58.4746929,-110.8225329,NAD27,River/Stream,Keane Creek,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-07,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,209.4,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Keane Creek,58.4746929,-110.8225329,NAD27,River/Stream,Keane Creek,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-07,,,,,,Probe/Sensor,pH,,,7.86,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Keane Creek,58.4746929,-110.8225329,NAD27,River/Stream,Keane Creek,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-07,,,,,,Probe/Sensor,Salinity,,,0.096666667,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Keane Creek,58.4746929,-110.8225329,NAD27,River/Stream,Keane Creek,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-07,,,,,,Probe/Sensor,"Temperature, water",,,19.63,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Richardson River,58.42410075,-111.2429624,NAD27,River/Stream,Richardson River,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-07,,,,,,Probe/Sensor,Specific conductance,,,132.27,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Richardson River,58.42410075,-111.2429624,NAD27,River/Stream,Richardson River,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-07,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,7.82,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Richardson River,58.42410075,-111.2429624,NAD27,River/Stream,Richardson River,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-07,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,83,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Richardson River,58.42410075,-111.2429624,NAD27,River/Stream,Richardson River,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-07,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,247.37,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Richardson River,58.42410075,-111.2429624,NAD27,River/Stream,Richardson River,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-07,,,,,,Probe/Sensor,pH,,,7.92,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Richardson River,58.42410075,-111.2429624,NAD27,River/Stream,Richardson River,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-07,,,,,,Probe/Sensor,Salinity,,,0.073333333,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Richardson River,58.42410075,-111.2429624,NAD27,River/Stream,Richardson River,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-07,,,,,,Probe/Sensor,"Temperature, water",,,18.43,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Athabasca River,58.4335066,-110.9999184,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-08,,,,,,Probe/Sensor,Specific conductance,,,208.63,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Athabasca River,58.4335066,-110.9999184,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-08,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,7.81,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Athabasca River,58.4335066,-110.9999184,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-08,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,84.57,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Athabasca River,58.4335066,-110.9999184,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-08,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,193.7,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Athabasca River,58.4335066,-110.9999184,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-08,,,,,,Probe/Sensor,pH,,,8.01,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Athabasca River,58.4335066,-110.9999184,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-08,,,,,,Probe/Sensor,Salinity,,,0.11,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Athabasca River,58.4335066,-110.9999184,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-08,,,,,,Probe/Sensor,"Temperature, water",,,19.4,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Goose Island Channel,58.669596,-110.870285,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-08,,,,,,Probe/Sensor,Specific conductance,,,216.03,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Goose Island Channel,58.669596,-110.870285,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-08,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,6.88,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Goose Island Channel,58.669596,-110.870285,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-08,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,74.67,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Goose Island Channel,58.669596,-110.870285,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2013-08-08,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,217.47,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
